Highest Charting Position,Song Name,Streams,Artist,Artist Followers,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence
155,Mr. Brightside,"5,382,191",The Killers,6118063,"['dance rock', 'modern rock', 'permanent wave', 'rock']",75,0.356,0.924,-3.74,0.0808,0.00101,0.0953,0.232
144,Every Breath You Take,"5,379,704",The Police,4339245,"['album rock', 'art rock', 'classic rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",83,0.82,0.452,-9.796,0.0348,0.543,0.0714,0.74
20,Dreams - 2004 Remaster,"5,378,971",Fleetwood Mac,6930669,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",84,0.828,0.492,-9.744,0.0276,0.0644,0.128,0.789
94,Say You Won't Let Go,"5,375,426",James Arthur,8441598,"['pop', 'post-teen pop', 'talent show', 'uk pop']",84,0.358,0.557,-7.398,0.059,0.695,0.0902,0.494
110,Wild Side (feat. Cardi B),"5,366,242",Normani,1304510,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",75,0.74,0.576,-6.744,0.146,0.0249,0.104,0.315
65,Bout A Million (feat. 42 Dugg & 21 Savage),"5,315,734",Pop Smoke,6837946,['brooklyn drill'],81,0.716,0.67,-6.995,0.101,0.526,0.13,0.411
72,Demeanor (feat. Dua Lipa),"5,245,618",Pop Smoke,6837946,['brooklyn drill'],81,0.675,0.608,-6.934,0.103,0.336,0.11,0.728
4,death bed (coffee for your head),"5,238,547","Powfu, beabadoobee",924083,['sad rap'],85,0.726,0.431,-8.765,0.135,0.731,0.696,0.348
100,Our Song,"5,235,335","Anne-Marie, Niall Horan",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",83,0.595,0.759,-4.245,0.0423,0.141,0.172,0.515
138,Another One Bites The Dust - Remastered 2011,"5,204,983",Queen,35888760,"['classic rock', 'glam rock', 'rock']",74,0.933,0.528,-6.472,0.162,0.112,0.163,0.756
149,One Dance,"5,178,490","Drake, WizKid, Kyla",56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",84,0.792,0.625,-5.609,0.0536,0.00776,0.329,0.37
15,Adore You,"5,166,847",Harry Styles,16112621,"['pop', 'post-teen pop']",84,0.676,0.771,-3.675,0.0483,0.0237,0.102,0.569
181,As the World Caves In,"5,145,493",Sarah Cothran,180723,[],71,0.422,0.25,-6.836,0.0351,0.441,0.35,0.246
183,Fancy Like,"5,145,432",Walker Hayes,304995,"['contemporary country', 'country', 'country road', 'modern country rock']",83,0.649,0.76,-6.487,0.0574,0.114,0.317,0.843
184,Cúrame,"5,104,206",Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",85,0.765,0.625,-3.599,0.0548,0.584,0.112,0.262
110,All of Me,"5,103,014",John Legend,5799137,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",84,0.422,0.264,-7.064,0.0322,0.922,0.132,0.331
80,Martin & Gina,"5,098,609",Polo G,4840346,['chicago rap'],85,0.832,0.534,-7.813,0.253,0.345,0.165,0.116
40,Dior,"5,092,354",Pop Smoke,6837946,['brooklyn drill'],83,0.548,0.805,-5.732,0.351,0.212,0.408,0.648
45,Best Friend (feat. Doja Cat),"5,090,062",Saweetie,1254432,"['cali rap', 'dance pop', 'pop', 'pop rap', 'trap queen']",83,0.84,0.766,-4.12,0.136,0.00302,0.0684,0.402
52,The Hills,"5,068,864",The Weeknd,35305637,"['canadian contemporary r&b', 'canadian pop', 'pop']",84,0.585,0.564,-7.063,0.0515,0.0671,0.135,0.137
5,Good Days,"5,065,132",SZA,5881963,"['pop', 'pop rap', 'r&b']",84,0.436,0.655,-8.37,0.0583,0.499,0.688,0.412
191,Kiss My (Uh Oh),"5,063,181","Anne-Marie, Little Mix",8148393,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",78,0.638,0.878,-3.639,0.0484,0.0151,0.308,0.481
64,De Museo,"5,016,125",Bad Bunny,36142273,"['latin', 'reggaeton', 'trap latino']",83,0.592,0.494,-10.618,0.0747,0.237,0.13,0.231
41,7 rings,"5,002,227",Ariana Grande,67158068,"['dance pop', 'pop', 'post-teen pop']",85,0.778,0.317,-10.732,0.334,0.592,0.0881,0.327
194,Chosen (feat. Ty Dolla $ign),"4,992,405","Blxst, Tyga",167628,[],84,0.571,0.767,-5.16,0.287,0.336,0.0809,0.605
149,Não Nasceu pra Namorar,"4,978,559","MC Zaquin, MC Rick",130627,"['funk bh', 'funk carioca']",84,0.525,0.448,-4.075,0.0443,0.14,0.0922,0.527
8,Breaking Me,"4,977,498","Topic, A7S",151832,"['dance pop', 'edm', 'german dance', 'pop dance', 'pop edm', 'tropical house']",84,0.789,0.72,-5.652,0.218,0.223,0.129,0.664
197,penhasco.,"4,973,937",Luísa Sonza,1909059,"['funk carioca', 'pop nacional']",80,0.43,0.467,-8.56,0.051,0.775,0.0933,0.382
58,Late At Night,"4,954,899",Roddy Ricch,6603627,"['melodic rap', 'rap', 'trap']",84,0.643,0.403,-11.254,0.41,0.343,0.138,0.111
199,Verdansk,"4,950,275",Dave,1427540,['uk hip hop'],77,0.961,0.502,-8.605,0.312,0.28,0.145,0.536
172,The Real Slim Shady,"4,948,965",Eminem,46785561,"['detroit hip hop', 'hip hop', 'rap']",84,0.949,0.661,-4.244,0.0572,0.0302,0.0454,0.76
66,Tell The Vision (feat. Kanye West & Pusha T),"8,859,168",Pop Smoke,6837946,['brooklyn drill'],57,0.662,0.686,-8.302,0.332,0.251,0.349,0.678
87,Woo Baby (feat. Chris Brown),"7,371,935",Pop Smoke,6837946,['brooklyn drill'],56,0.563,0.672,-7.226,0.0765,0.359,0.0972,0.284
116,Holy Smokes,"6,464,206","Trippie Redd, Lil Uzi Vert",6430522,"['melodic rap', 'rap', 'trap']",79,0.437,0.527,-6.967,0.465,0.185,0.153,0.701
127,More Time,"6,238,351",Pop Smoke,6837946,['brooklyn drill'],55,0.628,0.581,-8.377,0.188,0.46,0.152,0.259
129,Coupe,"6,161,664",Pop Smoke,6837946,['brooklyn drill'],54,0.912,0.589,-7.476,0.2,0.0332,0.0795,0.486
76,Holiday,"5,883,145",KSI,2008516,['uk hip hop'],81,0.356,0.684,-7.347,0.0878,0.152,0.101,0.347
150,Manslaughter (feat. Rick Ross & The-Dream),"5,822,266",Pop Smoke,6837946,['brooklyn drill'],55,0.441,0.623,-7.331,0.0414,0.135,0.14,0.285
159,Genius (feat. Lil Tjay & Swae Lee),"5,702,636",Pop Smoke,6837946,['brooklyn drill'],53,0.723,0.667,-7.524,0.351,0.256,0.261,0.396
22,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"5,696,113","Tyler, The Creator",6777818,"['hip hop', 'rap']",84,0.493,0.653,-5.666,0.0466,0.269,0.511,0.852
105,Sommergewitter,"5,627,519",Pashanim,208554,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']",84,0.787,0.531,-10.569,0.101,0.132,0.112,0.721
17,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","5,383,125","Tion Wayne, Russ Millions",323203,['london rap'],84,0.883,0.674,-8.043,0.357,0.21,0.0678,0.73
180,Brush Em (feat. Rah Swish),"5,335,271",Pop Smoke,6837946,['brooklyn drill'],54,0.654,0.724,-6.59,0.355,0.106,0.655,0.717
13,AM,"5,288,927","Nio Garcia, Flow La Movie",2123734,"['latin', 'reggaeton', 'trap latino']",85,0.83,0.517,-6.416,0.333,0.399,0.0916,0.616
175,MI FAI IMPAZZIRE,"5,242,097","BLANCO, Sfera Ebbasta",127364,"['italian hip hop', 'italian pop']",83,0.477,0.844,-4.87,0.0458,0.00273,0.137,0.203
20,Ride It,"5,235,088",Regard,152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",84,0.88,0.751,-4.258,0.0874,0.177,0.106,0.884
15,Lost Cause,"5,203,319",Billie Eilish,1250353,[],0,0.671,0.336,-8.494,0.241,0.705,0.0577,0.518
193,Shot in the Dark,"5,173,308",John Mayer,5178156,"['neo mellow', 'pop rock', 'singer-songwriter']",76,0.741,0.556,-9.184,0.0266,0.0629,0.103,0.587
71,Wrecked,"5,150,909",Imagine Dragons,35285425,"['modern rock', 'pop', 'rock']",83,0.626,0.56,-5.82,0.0288,0.148,0.109,0.229
79,Bipolar,"5,116,589","Mc Davi, Mc Pedrinho, Mc Don Juan",2586114,"['funk carioca', 'funk ostentacao', 'funk paulista']",84,0.601,0.36,-7.791,0.0877,0.586,0.0882,0.335
122,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","5,110,475",Internet Money,411579,"['pop rap', 'rap', 'trap']",84,0.792,0.707,-5.218,0.0623,0.116,0.12,0.408
75,Follow You,"5,097,187",Imagine Dragons,35285425,"['modern rock', 'pop', 'rock']",84,0.542,0.732,-5.956,0.0521,0.00209,0.496,0.489
22,We're Good,"6,318,660",Dua Lipa,27142474,"['dance pop', 'pop', 'uk pop']",83,0.722,0.588,-5.932,0.0544,0.0319,0.183,0.59
4,Life Goes On,"6,142,975",BTS,37106176,"['k-pop', 'k-pop boy group']",84,0.566,0.716,-5.733,0.0424,0.00691,0.37,0.45
28,911,"6,111,108",Sech,8758283,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",89,0.816,0.71,-3.728,0.0398,0.165,0.292,0.784
17,Baila Conmigo (with Rauw Alejandro),"5,588,217",Selena Gomez,28909504,"['dance pop', 'pop', 'post-teen pop']",84,0.823,0.544,-7.132,0.0715,0.0215,0.0966,0.664
164,The Jackie (with J. Cole & Lil Tjay),"5,454,994",Bas,386757,"['hip hop', 'pop rap', 'queens hip hop', 'rap', 'sudanese pop', 'underground hip hop']",76,0.784,0.474,-6.139,0.0524,0.333,0.278,0.64
22,hope ur ok,"5,435,614",Olivia Rodrigo,6266514,['pop'],84,0.443,0.298,-12.181,0.0644,0.388,0.103,0.172
169,Faz Amor Comigo Só Hoje - Ao Vivo,"5,269,757","Israel & Rodolffo, Wesley Safadão",1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",82,0.624,0.922,-4.628,0.0439,0.3,0.112,0.884
80,Alcohol-Free,"5,259,503",TWICE,9987114,"['k-pop', 'k-pop girl group']",82,0.688,0.909,-1.992,0.0624,0.0474,0.0674,0.702
184,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"5,186,354",BIA,151870,"['escape room', 'r&b', 'rap latina', 'trap queen']",80,0.893,0.463,-5.301,0.36,0.199,0.318,0.591
187,Memory,"5,173,178","Kane Brown, blackbear",3507622,"['contemporary country', 'country road']",80,0.434,0.889,-5.684,0.0509,0.395,0.273,0.845
183,Me Fije,"5,068,677","Alex Rose, Rauw Alejandro",2166191,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",83,0.76,0.674,-4.039,0.0636,0.396,0.0977,0.735
71,"Volta Bebê, Volta Neném","5,041,120","Dj Guuga, DJ Ivis",608109,"['funk carioca', 'funk paulista', 'rave funk']",79,0.583,0.918,-3.612,0.0518,0.288,0.0701,0.836
95,Aloha,"5,036,030","Maluma, Beéle, Rauw Alejandro, Mambo Kingz, DJ Luian, Darell",26769304,"['latin', 'reggaeton', 'reggaeton colombiano']",84,0.807,0.712,-5.757,0.1,0.532,0.163,0.792
184,Sexo Virtual,"4,975,786",Rauw Alejandro,6080597,"['puerto rican pop', 'trap latino']",82,0.704,0.739,-3.286,0.112,0.328,0.0856,0.425
141,Closer,"4,954,679","The Chainsmokers, Halsey",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",84,0.748,0.524,-5.599,0.0338,0.414,0.111,0.661
194,Wonderwall - Remastered,"4,938,180",Oasis,6475631,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",78,0.375,0.893,-4.097,0.0406,0.000509,0.187,0.434
101,Wasting Time ( feat. Drake ),"6,731,106",Brent Faiyaz,1724414,"['dmv rap', 'pop', 'r&b', 'rap']",78,0.652,0.717,-3.751,0.0581,0.0694,0.0906,0.377
55,I Don't Do Drugs (feat. Ariana Grande),"5,912,293",Doja Cat,8640063,"['dance pop', 'pop']",80,0.683,0.615,-5.737,0.0966,0.222,0.154,0.45
132,Renegade (feat. Taylor Swift),"5,876,058",Big Red Machine,98503,"['eau claire indie', 'folktronica']",77,0.532,0.708,-8.121,0.0505,0.435,0.107,0.586
40,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),"5,392,334","Tyler, The Creator",6777818,"['hip hop', 'rap']",80,0.827,0.571,-7.949,0.366,0.0195,0.166,0.62
152,All Eyes On Me,"5,347,263",Bo Burnham,1042079,['comic'],81,0.352,0.424,-10.131,0.0394,0.733,0.0664,0.141
101,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),"5,321,544",DJ Khaled,6278835,"['hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",83,0.477,0.727,-4.053,0.286,0.000866,0.108,0.227
72,Dick (feat. Doja Cat),"5,258,628",StarBoi3,17202,[],83,0.647,0.608,-6.831,0.42,0.13,0.0584,0.474
25,Solar Power,"5,234,112",Lorde,8083566,"['art pop', 'dance pop', 'electropop', 'metropopolis', 'nz pop', 'pop', 'post-teen pop']",81,0.735,0.47,-9.405,0.1,0.266,0.32,0.897
4,Your Power,"5,135,380",Billie Eilish,47014200,"['electropop', 'pop']",81,0.632,0.284,-14.025,0.0801,0.932,0.233,0.208
189,Lieben wir,"5,029,898",Shirin David,558345,"['frauenrap', 'german hip hop', 'german pop']",77,0.871,0.669,-7.62,0.329,0.0113,0.0795,0.806
8,Whoopty,"5,013,017",CJ,180454,['nyc rap'],81,0.719,0.648,-7.6,0.125,0.2,0.127,0.66
55,Batom de Cereja - Ao Vivo,"5,011,753",Israel & Rodolffo,1097789,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",83,0.606,0.908,-6.201,0.0565,0.556,0.19,0.798
11,Prisoner (feat. Dua Lipa),"5,005,018",Miley Cyrus,15770302,"['dance pop', 'pop', 'post-teen pop']",79,0.781,0.67,-3.912,0.0452,0.0103,0.0761,0.595
136,Stereo Hearts (feat. Adam Levine),"4,992,345",Gym Class Heroes,1275345,"['dance pop', 'pop rap']",82,0.646,0.795,-3.293,0.0976,0.0319,0.267,0.796
32,Reloj,"4,980,155","Rauw Alejandro, Anuel AA",6080597,"['puerto rican pop', 'trap latino']",79,0.823,0.537,-2.639,0.209,0.176,0.123,0.615
81,malibu,"4,973,063",sangiovanni,384097,[],82,0.733,0.736,-5.123,0.111,0.028,0.131,0.669
101,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","4,965,913","Bizarrap, Eladio Carrion",3126961,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino']",81,0.783,0.524,-6.455,0.0554,0.241,0.271,0.839
117,Do I Wanna Know?,"4,938,586",Arctic Monkeys,12369079,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",84,0.548,0.532,-7.596,0.0323,0.186,0.217,0.405
43,LUMBERJACK,"11,756,283","Tyler, The Creator",6777818,"['hip hop', 'rap']",76,0.386,0.762,-6.341,0.564,0.122,0.527,0.433
47,LEMONHEAD (feat. 42 Dugg),"11,380,679","Tyler, The Creator",6777818,"['hip hop', 'rap']",78,0.62,0.586,-6.612,0.212,0.155,0.535,0.487
59,HOT WIND BLOWS (feat. Lil Wayne),"9,889,197","Tyler, The Creator",6777818,"['hip hop', 'rap']",77,0.371,0.75,-5.382,0.402,0.601,0.482,0.729
63,CORSO,"9,503,981","Tyler, The Creator",6777818,"['hip hop', 'rap']",77,0.703,0.845,-4.851,0.337,0.169,0.122,0.745
69,SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),"9,142,721","Tyler, The Creator",6777818,"['hip hop', 'rap']",79,0.468,0.652,-4.912,0.0722,0.333,0.55,0.39
73,SIR BAUDELAIRE (feat. DJ Drama),"8,884,283","Tyler, The Creator",6777818,"['hip hop', 'rap']",75,0.467,0.635,-6.115,0.154,0.314,0.844,0.51
82,MASSA,"8,218,423","Tyler, The Creator",6777818,"['hip hop', 'rap']",74,0.685,0.855,-6.724,0.438,0.329,0.301,0.46
85,RUNITUP (feat. Teezo Touchdown),"7,917,707","Tyler, The Creator",6777818,"['hip hop', 'rap']",75,0.665,0.469,-7.778,0.13,0.565,0.219,0.142
108,MANIFESTO (feat. Domo Genesis),"6,988,886","Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.454,0.866,-5.348,0.391,0.121,0.167,0.518
121,Get Into It (Yuh),"6,503,281",Doja Cat,8640063,"['dance pop', 'pop']",80,0.912,0.655,-6.029,0.162,0.315,0.0894,0.793
132,WILSHIRE,"6,268,542","Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.555,0.712,-7.446,0.323,0.0451,0.182,0.555
141,RISE! (feat. DAISY WORLD),"6,034,281","Tyler, The Creator",6777818,"['hip hop', 'rap']",73,0.766,0.814,-3.367,0.0733,0.044,0.195,0.481
165,Naked,"5,527,865",Doja Cat,8640063,"['dance pop', 'pop']",75,0.733,0.862,-5.736,0.197,0.374,0.131,0.536
50,Having Our Way (feat. Drake),"5,424,579",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",79,0.927,0.538,-3.917,0.116,0.0312,0.0945,0.221
176,Payday (feat. Young Thug),"5,393,789",Doja Cat,8640063,"['dance pop', 'pop']",73,0.619,0.707,-5.791,0.0499,0.0366,0.13,0.558
179,Been Like This,"5,362,817",Doja Cat,8640063,"['dance pop', 'pop']",74,0.678,0.531,-5.029,0.0374,0.126,0.377,0.176
138,MILLE (feat. Orietta Berti),"5,341,887","Fedez, Achille Lauro",1650683,"['italian adult pop', 'italian pop']",82,0.527,0.764,-4.297,0.322,0.016,0.0273,0.829
10,UN DIA (ONE DAY) (Feat. Tainy),"5,203,364","J Balvin, Dua Lipa, Bad Bunny",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",83,0.571,0.693,-8.234,0.0545,0.00536,0.173,0.393
1,Savage Love (Laxed - Siren Beat),"5,108,950","Jawsh 685, Jason Derulo",100604,['nz pop'],82,0.767,0.481,-8.52,0.0803,0.234,0.269,0.761
59,Poblado,"6,893,939","Crissin, Totoy El Frio, Natan & Shander",29051363,"['latin', 'reggaeton', 'reggaeton colombiano']",89,0.813,0.809,-5.382,0.0846,0.102,0.377,0.646
17,Hecha Pa' Mi,"6,308,369",Boza,278679,['reggaeton'],83,0.725,0.756,-5.013,0.0572,0.362,0.103,0.828
146,working,"5,666,770","Tate McRae, Khalid",1647262,"['alt z', 'dance pop', 'pop', 'post-teen pop']",80,0.783,0.435,-7.78,0.0588,0.282,0.0833,0.512
112,Petrouchka (feat. PLK),"5,511,544",Soso Maness,289437,"['francoton', 'french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']",79,0.624,0.802,-4.818,0.311,0.0597,0.252,0.818
11,p r i d e . i s . t h e . d e v i l (with Lil Baby),"5,430,260",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",82,0.861,0.656,-7.867,0.425,0.104,0.0986,0.331
6,m y . l i f e (with 21 Savage & Morray),"5,246,577",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",82,0.597,0.587,-7.026,0.137,0.0622,0.214,0.0753
96,Jocelyn Flores,"5,220,422",XXXTENTACION,29539807,"['emo rap', 'miami hip hop']",84,0.872,0.391,-9.144,0.242,0.469,0.297,0.437
66,No Return (with The Kid LAROI & Lil Durk),"5,189,427",Polo G,4840346,['chicago rap'],80,0.479,0.645,-7.336,0.302,0.135,0.0825,0.381
1,The Box,"5,145,099",Roddy Ricch,6603627,"['melodic rap', 'rap', 'trap']",84,0.896,0.586,-6.687,0.0559,0.104,0.79,0.642
31,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"5,124,606",Nathan Evans,140812,[],83,0.722,0.893,-3.255,0.0475,0.0441,0.0673,0.439
170,Can't Hold Us - feat. Ray Dalton,"5,085,147",Macklemore & Ryan Lewis,2562082,"['modern rock', 'pop rap', 'seattle hip hop']",83,0.641,0.922,-4.457,0.0786,0.0291,0.0862,0.847
6,Anyone,"5,079,587",Justin Bieber,1250353,[],0,0.686,0.538,-8.026,0.0345,0.181,0.113,0.584
39,my ex's best friend (with blackbear),"5,048,079",Machine Gun Kelly,3864419,"['ohio hip hop', 'pop rap']",83,0.731,0.675,-5.134,0.0434,0.00473,0.141,0.298
133,Just the Way You Are,"5,043,647",Bruno Mars,32574754,"['dance pop', 'pop', 'post-teen pop']",80,0.637,0.843,-5.413,0.0432,0.0151,0.0876,0.434
17,HIGHEST IN THE ROOM,"4,975,720",Travis Scott,17719446,"['rap', 'slap house']",84,0.598,0.427,-8.764,0.0317,0.0546,0.21,0.0605
7,Break My Heart,"4,971,176",Dua Lipa,27142474,"['dance pop', 'pop', 'uk pop']",80,0.73,0.729,-3.434,0.0884,0.167,0.349,0.467
2,Laugh Now Cry Later (feat. Lil Durk),"4,916,860",Drake,56308172,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",83,0.761,0.518,-8.871,0.134,0.244,0.107,0.522
175,We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song,"4,912,036",Martin Garrix,14917926,"['dance pop', 'dutch edm', 'edm', 'pop', 'pop dance', 'progressive house', 'tropical house']",82,0.66,0.733,-4.619,0.0359,0.248,0.17,0.304
23,Ella No Es Tuya - Remix,"4,911,162","Rochy RD, Myke Towers, Nicki Nicole",319192,"['dembow', 'dominican pop', 'rap dominicano', 'trap latino']",82,0.585,0.611,-4.132,0.288,0.39,0.649,0.962
176,In the End,"4,910,070",Linkin Park,19584111,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",83,0.556,0.864,-5.87,0.0584,0.00958,0.209,0.4
119,No Role Modelz,"4,904,401",J. Cole,14097410,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",84,0.692,0.521,-8.465,0.33,0.301,0.0565,0.463
7,SICKO MODE,"4,898,977",Travis Scott,17719446,"['rap', 'slap house']",84,0.834,0.73,-3.714,0.222,0.00513,0.124,0.446
161,Something Just Like This,"4,862,683","The Chainsmokers, Coldplay",18191658,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",82,0.617,0.635,-6.769,0.0317,0.0498,0.164,0.446
84,You,"4,846,549","Regard, Troye Sivan, Tate McRae",152226,"['dance pop', 'edm', 'pop dance', 'pop edm', 'slap house', 'tropical house']",83,0.691,0.695,-5.6,0.0367,0.0592,0.0647,0.514
84,Straightenin,"7,615,531",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",77,0.847,0.629,-5.81,0.102,0.0318,0.152,0.109
71,GANG GANG (with Lil Wayne),"7,506,580",Polo G,4840346,['chicago rap'],78,0.752,0.563,-8.066,0.209,0.146,0.103,0.551
106,Black Hearted,"6,989,528",Polo G,4840346,['chicago rap'],75,0.506,0.563,-7.664,0.411,0.0326,0.0856,0.153
124,Lost,"6,410,263",Maroon 5,32262679,"['pop', 'pop rock']",79,0.766,0.706,-6.553,0.16,0.223,0.064,0.766
128,Avalanche,"6,323,268",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",71,0.917,0.623,-8.231,0.135,0.0985,0.0833,0.687
59,My Head & My Heart,"5,470,147",Ava Max,3911473,"['dance pop', 'pop']",83,0.614,0.934,-3.709,0.07,0.0697,0.121,0.436
166,Malibu (feat. Polo G),"5,456,648",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",72,0.831,0.719,-6.836,0.235,0.514,0.0675,0.859
36,GIRL LIKE ME,"5,395,181","Black Eyed Peas, Shakira",5963840,"['dance pop', 'pop', 'pop rap']",82,0.965,0.485,-8.784,0.191,0.0206,0.0655,0.312
179,Clueless (with Pop Smoke & Fivio Foreign),"5,335,308",Polo G,4840346,['chicago rap'],74,0.734,0.712,-6.217,0.201,0.391,0.103,0.674
181,Modern Day,"5,322,745",Migos,11690201,"['atl hip hop', 'pop rap', 'rap', 'trap']",78,0.87,0.629,-7.598,0.279,0.173,0.101,0.512
2,Therefore I Am,"5,265,630",Billie Eilish,1250353,[],0,0.889,0.34,-7.773,0.0697,0.218,0.055,0.716
12,TE MUDASTE,"5,242,347",Bad Bunny,36142273,"['latin', 'reggaeton', 'trap latino']",82,0.811,0.637,-4.835,0.0591,0.234,0.118,0.471
108,Tipo Gin - Ao Vivo,"5,155,238",MC Kevin o Chris,2753929,"['funk 150 bpm', 'funk carioca']",81,0.75,0.668,-4.49,0.061,0.78,0.338,0.786
39,Higher Power,"5,142,982",Coldplay,1250353,[],0,0.507,0.828,-6.023,0.0449,0.00711,0.261,0.489
54,SUN GOES DOWN,"5,125,477",Lil Nas X,5473565,"['lgbtq+ hip hop', 'pop rap']",80,0.551,0.636,-6.798,0.054,0.0837,0.112,0.148
195,Painting Pictures,"5,119,845",Polo G,4840346,['chicago rap'],72,0.522,0.466,-8.05,0.458,0.331,0.11,0.459
1,Rain On Me (with Ariana Grande),"5,041,656",Lady Gaga,18572085,"['dance pop', 'pop', 'post-teen pop']",79,0.672,0.855,-3.764,0.0397,0.021,0.323,0.646
97,Hats Off (feat. Travis Scott),"7,324,233","Lil Baby, Lil Durk",7805880,"['atl hip hop', 'atl trap', 'rap', 'trap']",81,0.596,0.65,-5.167,0.337,0.138,0.14,0.188
117,Last Train Home,"6,439,718",John Mayer,5178156,"['neo mellow', 'pop rock', 'singer-songwriter']",75,0.591,0.831,-6.612,0.0355,0.235,0.0571,0.678
